animation_name,length_sec,track_count,correct_hip,correct_xz,animation_type,weapon_attached,wired_connections,storage_domain,verified_for_use,skeleton,pack_or_folder,source_path,in_wiring_table,asset_exists,load_ok,notes,asset_cache_key,controller_status,optimization_priority,default_loop_policy,preload_tier,recommended_action
pull-plant,4.6667,21,pipeline_locked_if_played,pipeline_locked_if_played,traversal,global,global:{pullPlant},local:public/anim,wired_and_loads,mixamo,farming,animations/farming/pull-plant,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/farming/pull-plant,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
watering,5.6000,21,pipeline_locked_if_played,pipeline_locked_if_played,traversal,global,global:{water},local:public/anim,wired_and_loads,mixamo,farming,animations/farming/watering,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/farming/watering,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
acknowledging,1.9333,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureAcknowledge},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/acknowledging,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/acknowledging,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
acknowledging,1.9333,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureAcknowledge},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/acknowledging,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/acknowledging,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
being-cocky,2.1667,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureCocky},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/being-cocky,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/being-cocky,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
being-cocky,2.1667,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureCocky},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/being-cocky,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/being-cocky,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
dismissing-gesture,2.9667,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureDismiss},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/dismissing-gesture,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/dismissing-gesture,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
dismissing-gesture,2.9667,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureDismiss},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/dismissing-gesture,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/dismissing-gesture,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
happy-hand-gesture,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureHappy},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/happy-hand-gesture,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/happy-hand-gesture,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
happy-hand-gesture,2.5333,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureHappy},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/happy-hand-gesture,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/happy-hand-gesture,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
look-away-gesture,2.3333,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureLookAway},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/look-away-gesture,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/look-away-gesture,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
look-away-gesture,2.3333,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureLookAway},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/look-away-gesture,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/look-away-gesture,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
relieved-sigh,3.0000,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureRelievedSigh},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/relieved-sigh,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/relieved-sigh,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
relieved-sigh,3.0000,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureRelievedSigh},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/relieved-sigh,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/relieved-sigh,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
thoughtful-head-shake,2.9667,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureHeadShake},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/thoughtful-head-shake,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/thoughtful-head-shake,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
thoughtful-head-shake,2.9667,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureHeadShake},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/thoughtful-head-shake,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/thoughtful-head-shake,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
weight-shift,9.4333,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureWeightShift},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/weight-shift,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/weight-shift,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
weight-shift,9.4333,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureWeightShift},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/weight-shift,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/gestures/weight-shift,READY_SHARED_CACHE_KEY,P2,LoopOnce,ON_DEMAND,Load this source once and reuse the cached clip for both catalog entries.
great-axe-combo,5.4333,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,greataxe,greataxe:{attack1},local:public/anim,wired_and_loads,mixamo,greataxe,animations/greataxe/great-axe-combo,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greataxe/great-axe-combo,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
draw-great-sword-1,0.5000,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,greatsword|mace2h,greatsword:{draw+sheath} | mace2h:{draw+sheath},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/draw-great-sword-1,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/draw-great-sword-1,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
great-sword-blocking-2,0.9667,21,pipeline_locked_if_played,pipeline_locked_if_played,defense,greataxe|greatsword|hammer2h|mace2h|spear,greatsword:{blockStart+blockIdle} | spear:{blockStart+blockIdle} | greataxe:{blockStart+blockIdle} | hammer2h:{blockStart+blockIdle} | mace2h:{blockStart+blockIdle},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-blocking-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-blocking-2,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
great-sword-combo,3.2667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,greatsword|mace2h,greatsword:{attack1} | mace2h:{attack1},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-combo,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-combo,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
great-sword-high-spin-attack,1.8667,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,greatsword|hammer|hammer2h|mace2h,greatsword:{skill} | hammer:{skill} | hammer2h:{skill} | mace2h:{stab},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-high-spin-attack,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-high-spin-attack,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
great-sword-idle,1.9000,20,pipeline_locked_if_played,pipeline_locked_if_played,idle,greatsword|mace2h,greatsword:{idle} | mace2h:{idle},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-idle,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
great-sword-impact,0.8667,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,axe|greataxe|greatsword|hammer|hammer2h|mace|mace2h|spear,greatsword:{hit} | axe:{hit} | mace:{hit} | spear:{hit} | hammer:{hit} | greataxe:{hit} | hammer2h:{hit} | mace2h:{hit},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-impact,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-impact,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
great-sword-jump-attack,2.1667,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,axe|greataxe|hammer2h,axe:{skill} | greataxe:{stab} | hammer2h:{attack3+stab},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-jump-attack,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-jump-attack,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
great-sword-run,0.7333,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{runF} | mace2h:{runF},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-run,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-run,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
great-sword-run-2,0.6000,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{runB} | mace2h:{runB},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-run-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-run-2,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
great-sword-slash,1.2333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,greatsword,greatsword:{attack6},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-slash,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-slash,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
great-sword-slash-2,3.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,hammer2h,hammer2h:{attack2},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-slash-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-slash-2,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
great-sword-slash-3,1.8333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,greatsword|mace2h,greatsword:{attack3} | mace2h:{attack3},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-slash-3,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-slash-3,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
great-sword-slash-4,1.8000,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,greatsword|mace2h,greatsword:{attack4} | mace2h:{attack4},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-slash-4,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-slash-4,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
great-sword-slash-5,1.4333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,greatsword|mace2h,greatsword:{attack5} | mace2h:{attack5},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-slash-5,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-slash-5,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
great-sword-strafe,1.0667,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{walkL} | mace2h:{walkL},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-strafe,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-strafe,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
great-sword-strafe-2,1.1667,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{walkR} | mace2h:{walkR},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-strafe-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-strafe-2,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
great-sword-strafe-3,0.5333,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{runL} | mace2h:{runL},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-strafe-3,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-strafe-3,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
great-sword-strafe-4,0.6333,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{runR} | mace2h:{runR},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-strafe-4,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-strafe-4,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
great-sword-turn,0.7333,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greataxe|greatsword|hammer2h|mace2h|spear,greatsword:{turnL} | spear:{turnL} | greataxe:{turnL} | hammer2h:{turnL} | mace2h:{turnL},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-turn,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-turn,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
great-sword-turn-2,0.8333,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greataxe|greatsword|hammer2h|mace2h|spear,greatsword:{turnR} | spear:{turnR} | greataxe:{turnR} | hammer2h:{turnR} | mace2h:{turnR},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-turn-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-turn-2,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
great-sword-walk,1.3667,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{walkF} | mace2h:{walkF},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-walk,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-walk,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
great-sword-walk-2,1.1667,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{walkB} | mace2h:{walkB},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-walk-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/great-sword-walk-2,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
heavy-weapon-swing,5.2000,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,greataxe|greatsword|hammer2h|mace2h,greatsword:{attack2} | greataxe:{attack2} | hammer2h:{attack1} | mace2h:{attack2},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/heavy-weapon-swing,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/heavy-weapon-swing,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
quick-slash,1.2667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,greatsword,greatsword:{stab},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/quick-slash,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/quick-slash,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
two-handed-sword-death,2.4000,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,greataxe|greatsword|hammer2h|mace2h|spear,greatsword:{death} | spear:{death} | greataxe:{death} | hammer2h:{death} | mace2h:{death},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/two-handed-sword-death,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/greatsword/two-handed-sword-death,READY,P3,LoopOnce,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
double-dagger-stab,3.0667,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,knife,knife:{attack2},local:public/anim,wired_and_loads,mixamo,knife,animations/knife/double-dagger-stab,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/knife/double-dagger-stab,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
dual-weapon-combo,3.6333,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,knife,knife:{skill},local:public/anim,wired_and_loads,mixamo,knife,animations/knife/dual-weapon-combo,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/knife/dual-weapon-combo,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
knife-idle,4.4667,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,knife,knife:{idle},local:public/anim,wired_and_loads,mixamo,knife,animations/knife/knife-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/knife/knife-idle,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
stabbing,2.6333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,hammer|knife|sword,sword:{stab} | knife:{attack1+dashAttack+stab} | hammer:{stab},local:public/anim,wired_and_loads,mixamo,knife,animations/knife/stabbing,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/knife/stabbing,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
hell-slammer-a,7.5667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,mace,mace:{attack1},local:public/anim,wired_and_loads,mixamo,mace,animations/mace/hell-slammer-a,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/mace/hell-slammer-a,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
hell-slammer-b,7.5667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,mace,mace:{attack2},local:public/anim,wired_and_loads,mixamo,mace,animations/mace/hell-slammer-b,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/mace/hell-slammer-b,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
standing-idle,1.8667,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,magic,magic:{idle},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic-loco/standing-idle,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-jump-running,1.0667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{jumpAir},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-jump-running,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic-loco/standing-jump-running,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-land-to-standing-idle,1.1000,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,magic,magic:{land},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-land-to-standing-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic-loco/standing-land-to-standing-idle,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-run-back,0.6333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{runB},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-run-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic-loco/standing-run-back,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-run-forward,0.7333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{runF},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-run-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic-loco/standing-run-forward,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-run-left,0.7667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{runL},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-run-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic-loco/standing-run-left,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-run-right,0.7667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{runR},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-run-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic-loco/standing-run-right,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-turn-left-90,1.8667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{turnL},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-turn-left-90,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic-loco/standing-turn-left-90,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-turn-right-90,1.6333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{turnR},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-turn-right-90,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic-loco/standing-turn-right-90,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-walk-back,1.2000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{walkB},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-walk-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic-loco/standing-walk-back,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-walk-forward,1.1333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{walkF},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-walk-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic-loco/standing-walk-forward,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-walk-left,1.1667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{walkL},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-walk-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic-loco/standing-walk-left,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
standing-walk-right,1.2000,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{walkR},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-walk-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic-loco/standing-walk-right,READY,P3,LoopRepeat,CORE_PRELOAD,Keep mapped; monitor transition quality and memory use.
casting-spell,7.7000,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,global,global:{castSpell2},local:public/anim,wired_and_loads,mixamo,magic,animations/magic/casting-spell,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic/casting-spell,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
standing-1h-cast-spell-01,2.2667,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,global|magic,magic:{castSpell} | global:{castSpell},local:public/anim,wired_and_loads,mixamo,magic,animations/magic/standing-1h-cast-spell-01,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator,animations/magic/standing-1h-cast-spell-01,READY,P3,LoopOnce,ON_DEMAND,Keep mapped; monitor transition quality and memory use.
